"Loan.Amount","Loan.Term","Employment.Length","Home.Ownership","Annual.Income","Loan.Purpose","Address.State","Debt.To.Income.Ratio","No..Delinquencies.In.Last.2.Years","Earliest.Credit.Line.Opened","FICO.Credit.Score","No..Inquiries.In.Last.6.Months","Months.Since.Last.Delinquency","No..Of.Credit.Lines","No..Adverse.Public.Records","Total.Credit.Balance","Use.Of.Credit.Line","Total.Number.Of.Credit.Lines","Loan.Application.Description","No..Of.Public.Record.Bankruptcies","Class"
30000,"60 Months",10,"MORTGAGE",2e+05,"Credit Card","FL",4.99,"One",32547.23403,675,0,20,12,"None",39023,87.3,32,0,"None","0"
15000,"36 Months",1,"RENT",52596,"Other","TX",14.37,"None",34482.22708,695,0,35,8,"None",5687,72,39,629,"None","0"
6500,"36 Months",10,"RENT",53000,"Debt Consolidation","NJ",12.99,"None",38254.43056,735,0,27,7,"None",677,4.6,14,68,"None","0"
1775,"36 Months",0.5,"RENT",45000,"Major Purchase","CA",10.64,"Three",36548.21597,665,0,23,12,"None",1030,4.6,15,835,"None","0"
12250,"36 Months",10,"MORTGAGE",35000,"Credit Card","LA",14.5,"None",37154.09097,670,0,0,8,"None",10036,54,18,125,"None","0"
8000,"36 Months",10,"MORTGAGE",60000,"Major Purchase","CA",9.58,"None",30000,755,1,0,35,"None",17246,13.7,48,295,"None","0"
25000,"36 Months",0.5,"RENT",145000,"Home Improvement","CA",5.19,"One",37510.26944,715,0,20,10,"None",9000,24.6,29,147,"None","0"
5000,"36 Months",5,"OWN",30000,"Debt Consolidation","FL",7.72,"None",31705.38681,775,0,0,9,"None",14263,21,21,298,"None","0"
5000,"36 Months",2,"OWN",36000,"Major Purchase","CT",8.7,"One",37486.475,690,3,2,4,"None",4434,31,8,323,"None","0"
6000,"36 Months",0.5,"MORTGAGE",60000,"Debt Consolidation","OR",2.86,"None",35335.26875,755,0,0,4,"None",7392,42.5,25,83,"None","0"
16000,"60 Months",2,"MORTGAGE",96000,"Car","OR",22.18,"None",34173.37083,765,2,76,13,"None",19962,40.7,45,169,"None","0"
3700,"36 Months",10,"MORTGAGE",117000,"Credit Card","NY",12.74,"One",33701.48056,695,1,10,9,"None",19382,85.8,24,175,"None","0"
10000,"36 Months",0.5,"RENT",24000,"Other","GA",8.45,"One",36399.52014,695,0,16,11,"None",1303,18.4,13,408,"None","0"
17050,"36 Months",7,"MORTGAGE",60000,"Debt Consolidation","CA",20.84,"None",36126.21458,710,1,0,12,"None",24451,74.5,46,249,"None","0"
4800,"36 Months",3,"OWN",27936,"Debt Consolidation","AZ",17.57,"None",37969.14375,680,3,0,7,"None",5713,75.2,8,294,"None","0"
6000,"36 Months",3,"RENT",52000,"Moving","CA",12.09,"One",37258.34722,680,0,20,6,"None",2769,71.2,10,1000,"None","0"
14000,"36 Months",10,"RENT",126251,"Debt Consolidation","VA",5.86,"One",33881.45694,715,0,23,6,"None",5640,38.9,35,545,"None","0"
3900,"36 Months",0.5,"RENT",20400,"Home Improvement","FL",5.88,"None",39379.22292,690,2,0,4,"None",3490,71.2,9,686,"None","0"
30000,"60 Months",6,"RENT",82500,"Major Purchase","NJ",3.2,"None",39733.32361,695,1,0,5,"None",5362,47.9,8,0,"None","0"
2500,"36 Months",3,"MORTGAGE",36000,"Home Improvement","LA",22.1,"None",35944.53958,715,0,67,8,"None",2307,46.1,16,134,"None","0"
3500,"36 Months",10,"MORTGAGE",80000,"Debt Consolidation","IL",13.29,"None",37342.51667,695,0,0,5,"None",22630,95.1,9,476,"None","0"
8000,"36 Months",0.5,"MORTGAGE",98400,"Debt Consolidation","TX",20.43,"None",36118.04375,735,0,0,4,"None",19027,99.6,31,174,"None","0"
8000,"36 Months",0,"MORTGAGE",28776,"Home Improvement","GA",9.47,"One",30000,730,3,19,5,"None",3270,16.6,14,126,"None","0"
18000,"36 Months",1,"RENT",88000,"Debt Consolidation","CA",8.71,"One",35790.16458,695,0,23,9,"None",15008,44.8,19,220,"None","0"
8000,"36 Months",10,"MORTGAGE",135000,"Car","VA",5.18,"None",34899.25972,750,0,0,9,"None",50000,37.1,14,73,"None","0"
14125,"36 Months",0,"OWN",30000,"Debt Consolidation","GA",21.24,"None",30000,755,1,0,9,"None",15551,59.1,15,189,"None","0"
13500,"36 Months",3,"RENT",45312,"Debt Consolidation","CO",19.6,"None",37032.5375,745,4,0,10,"None",13519,29.9,16,0,"None","0"
5600,"60 Months",9,"MORTGAGE",95000,"Home Improvement","NJ",13.73,"None",35623.27847,710,0,33,10,"None",15811,37.5,27,0,"None","0"
22550,"60 Months",10,"RENT",80000,"Debt Consolidation","NJ",14.12,"Two",34780.3125,725,1,10,15,"None",5623,25.3,41,0,"None","0"
16000,"36 Months",5,"RENT",85000,"Debt Consolidation","CT",9.37,"None",34929.35486,700,1,0,7,"One",8833,44.8,12,703,"One","0"
25000,"36 Months",7,"MORTGAGE",2e+05,"Debt Consolidation","NC",6.52,"None",34539.35139,780,0,0,6,"None",13771,27.5,22,0,"None","0"
20000,"60 Months",8,"RENT",112557,"Debt Consolidation","VA",11.43,"None",35254.43125,785,0,0,7,"None",3389,7,38,0,"None","0"
5000,"36 Months",1,"RENT",33017,"Debt Consolidation","MA",2.4,"None",35896.38819,765,1,0,3,"None",1411,35.3,5,45,"None","0"
8000,"36 Months",1,"RENT",44684.66,"Debt Consolidation","NY",16.06,"None",37503.09722,675,0,0,10,"None",8009,68.5,17,142,"None","0"
6000,"36 Months",0.5,"MORTGAGE",40000,"Debt Consolidation","NY",8.1,"None",38200.29514,700,3,48,10,"None",1405,23.4,25,0,"None","0"
9800,"36 Months",10,"MORTGAGE",54442,"Debt Consolidation","NJ",11.84,"None",36542.32292,665,1,0,9,"None",12969,69.4,14,0,"None","0"
6400,"36 Months",2,"RENT",62758,"Debt Consolidation","MA",20.71,"None",36856.23125,710,0,0,7,"None",7200,88.9,24,568,"None","0"
15600,"36 Months",10,"MORTGAGE",86000,"Moving","FL",2.61,"None",36269.33056,770,0,0,8,"None",9363,36.4,26,614,"None","0"
12875,"36 Months",4,"MORTGAGE",42000,"Debt Consolidation","NM",16.98,"None",36417.21528,725,0,0,14,"None",5878,53.4,28,104,"None","0"
2100,"36 Months",1,"RENT",34560,"Small Business","CA",6.32,"None",38154.39583,685,1,0,3,"None",8903,79.5,8,430,"None","0"
2400,"36 Months",0.5,"RENT",12000,"Debt Consolidation","CA",7,"None",39322.33889,715,2,0,4,"None",1340,17.4,7,0,"None","0"
10000,"36 Months",2,"RENT",66000,"Debt Consolidation","CA",18.2,"One",34884.49375,670,3,13,9,"None",12008,54.2,12,25,"None","0"
1000,"36 Months",2,"RENT",7000,"Car","WV",13.54,"None",32014.50417,675,1,0,3,"None",2252,86.6,3,506,"None","0"
25000,"36 Months",5,"RENT",135000,"Debt Consolidation","NY",20.51,"None",32624.24167,725,0,0,7,"None",43567,76.8,22,1,"None","0"
13000,"36 Months",3,"RENT",84000,"Debt Consolidation","RI",12.87,"None",37955.32431,715,1,0,14,"None",14331,37.8,22,480,"None","0"
10000,"36 Months",2,"RENT",60000,"Debt Consolidation","CA",15.1,"None",36483.11181,665,0,30,15,"None",21589,70.8,43,179,"None","0"
12000,"60 Months",4,"MORTGAGE",120000,"Debt Consolidation","CA",13.96,"None",37178.32361,725,1,70,6,"None",3899,15.5,23,0,"None","0"
3000,"36 Months",1,"MORTGAGE",60600,"Other","OR",1.19,"None",33167.31875,795,0,0,10,"None",2907,4,18,32,"None","0"
16750,"60 Months",3,"MORTGAGE",51000,"Credit Card","AZ",24.08,"None",36577.49861,680,3,0,25,"None",25051,58,32,328,"None","0"
7400,"36 Months",5,"MORTGAGE",63000,"Car","CA",23.9,"Two",36059.15347,690,0,21,6,"None",2396,43.6,28,94,"None","0"
2500,"36 Months",3,"MORTGAGE",34000,"Debt Consolidation","TX",9.35,"None",30000,715,1,54,5,"None",6963,52.4,29,0,"None","0"
14000,"36 Months",2,"MORTGAGE",125000,"Home Improvement","TX",17.4,"Two",35774.37014,700,0,10,4,"None",0,25.33,22,0,"None","0"
16800,"60 Months",7,"MORTGAGE",45000,"Credit Card","LA",9.76,"None",36548.35347,680,3,29,21,"None",11033,40.3,54,0,"None","0"
2000,"36 Months",0.5,"RENT",30000,"Car","CA",15.68,"None",38278.23611,700,1,41,18,"None",1567,92.2,28,0,"None","0"
8000,"36 Months",10,"MORTGAGE",36000,"Debt Consolidation","OH",10.27,"None",33560.42986,745,0,0,15,"None",6784,16.1,35,159,"None","0"
15000,"36 Months",1,"RENT",77368,"Debt Consolidation","VA",6.41,"None",35780.48889,740,0,0,8,"None",12893,40.4,15,1000,"None","0"
2100,"36 Months",10,"MORTGAGE",35292,"Debt Consolidation","CO",12.61,"None",36520.51528,720,0,0,10,"None",7625,58.7,28,0,"None","0"
6000,"36 Months",8,"RENT",45000,"Debt Consolidation","GA",18.05,"None",36755.23611,680,0,80,14,"None",5791,39.1,24,400,"None","0"
5000,"36 Months",6,"MORTGAGE",2e+05,"Debt Consolidation","IL",2.52,"None",30832.05347,760,2,0,11,"None",17604,36.1,38,224,"None","0"
8500,"36 Months",3,"RENT",42000,"Credit Card","OH",21.97,"None",36796.13681,705,2,0,7,"None",8249,85.9,16,908,"None","0"
7500,"36 Months",8,"RENT",75000,"Credit Card","MA",12.51,"None",36043.45069,700,0,0,3,"None",38484,81.7,21,150,"None","0"
8000,"36 Months",10,"RENT",91000,"Debt Consolidation","MA",10.6,"One",33683.13056,735,0,11,8,"None",8971,42.7,18,0,"None","0"
25000,"36 Months",10,"MORTGAGE",150000,"Debt Consolidation","NC",21.78,"None",32531.12639,735,1,0,18,"None",50000,43.5,37,0,"None","0"
4800,"36 Months",10,"MORTGAGE",99000,"Other","TX",23.56,"None",34794.14028,685,0,28,11,"None",41247,96.8,31,0,"None","0"
8000,"36 Months",8,"RENT",101000,"Debt Consolidation","CA",6.42,"Two",36111.4,670,0,9,7,"None",17588,47.8,16,42,"None","0"
20000,"36 Months",5,"MORTGAGE",1e+05,"Home Improvement","MN",8.12,"None",35751.05417,725,0,50,6,"None",661,4.3,19,163,"None","0"
8000,"36 Months",0.5,"RENT",57600,"Car","MI",0.52,"None",37794.04653,760,1,0,9,"None",1832,11.3,16,995,"None","0"
6250,"36 Months",0.5,"OWN",20640,"Other","HI",19.24,"None",39171.075,695,0,0,4,"None",2591,74.5,6,710,"None","0"
9200,"36 Months",10,"MORTGAGE",33357.07,"Debt Consolidation","VA",16.58,"None",33616.25278,675,0,28,10,"None",11000,65.1,20,324,"None","0"
7200,"36 Months",0.5,"MORTGAGE",40000,"Debt Consolidation","FL",18.27,"None",38783.32986,690,0,0,7,"None",8185,96.3,9,0,"None","0"
6500,"36 Months",0,"MORTGAGE",44400,"Debt Consolidation","SC",11.55,"One",38080.28194,670,0,12,8,"None",6067,70.5,12,127,"None","0"
14000,"36 Months",10,"RENT",54000,"Debt Consolidation","CA",10.8,"None",34420.31528,675,1,0,5,"None",9937,76.6,9,118,"None","0"
15000,"36 Months",10,"RENT",75000,"Debt Consolidation","CA",15.37,"None",34639.275,750,0,0,11,"None",25979,37.7,15,170,"None","0"
30000,"60 Months",0.5,"RENT",80000,"Other","AZ",3.7,"None",36875.22778,790,0,0,9,"None",11075,19.8,22,512,"None","0"
12000,"36 Months",10,"MORTGAGE",101004,"Home Improvement","MD",0.77,"None",34669.41667,800,0,0,6,"None",976,1.9,13,826,"None","0"
12000,"36 Months",2,"RENT",81193.2,"Debt Consolidation","IL",18.59,"None",36885.24792,715,1,0,13,"None",34566,69,18,279,"None","0"
20000,"36 Months",10,"MORTGAGE",120000,"Home Improvement","NY",2.82,"One",33076.46319,725,1,9,9,"None",13417,31.3,18,316,"None","0"
14400,"36 Months",10,"RENT",80000,"Debt Consolidation","CA",19.32,"None",35525.50069,780,4,0,10,"None",7997,15,23,450,"None","0"
12000,"60 Months",9,"RENT",88500,"House","NC",19.34,"None",37089.43264,675,1,0,8,"None",25654,86.7,20,484,"None","0"
10000,"36 Months",6,"MORTGAGE",75000,"Debt Consolidation","MI",18.67,"None",32906.34097,755,3,0,21,"None",13910,24.6,44,61,"None","0"
15000,"36 Months",0.5,"RENT",60000,"Debt Consolidation","CA",7.12,"None",34157.07292,690,2,59,4,"One",24803,77.5,14,830,"One","0"
19000,"36 Months",6,"RENT",96000,"Credit Card","FL",10.95,"One",35787.06181,710,2,11,10,"None",19304,41.8,26,378,"None","0"
15000,"36 Months",10,"MORTGAGE",2e+05,"Debt Consolidation","NY",4.46,"None",30000,660,2,35,10,"None",1920,11.2,48,201,"None","0"
9000,"36 Months",1,"MORTGAGE",92000,"Small Business","FL",15.85,"None",35413.50694,730,0,0,10,"None",27458,63.4,32,1000,"None","0"
9000,"36 Months",10,"MORTGAGE",93000,"Debt Consolidation","IL",8.88,"None",35677.35694,790,1,0,11,"None",50000,12.6,34,289,"None","0"
2500,"36 Months",3,"RENT",43000,"Debt Consolidation","WI",12.39,"None",38257.49167,675,2,40,4,"None",2277,37.3,13,0,"None","0"
25000,"36 Months",10,"MORTGAGE",116000,"Debt Consolidation","VA",16.99,"None",32271.31389,735,0,0,16,"None",32446,56.1,39,197,"None","0"
30000,"36 Months",5,"MORTGAGE",110000,"Debt Consolidation","MI",13.55,"None",36634.53542,700,2,0,12,"None",24156,61.9,19,306,"None","0"
15000,"36 Months",9,"MORTGAGE",136240,"Debt Consolidation","OK",8.75,"None",30983.36736,780,1,0,9,"None",16224,38.3,28,209,"None","0"
7000,"36 Months",2,"MORTGAGE",52000,"Credit Card","CA",7.52,"None",36460.35417,750,7,0,17,"None",9856,13.3,28,66,"None","0"
1450,"36 Months",0,"OWN",22000,"House","OH",3.44,"None",30000,805,1,0,10,"None",660,1.6,17,153,"None","0"
18000,"36 Months",10,"MORTGAGE",85000,"Debt Consolidation","MA",18.96,"None",33621.04236,725,0,0,8,"None",50000,92.2,25,938,"None","0"
2200,"36 Months",2,"RENT",16200,"Small Business","MN",7.41,"None",39596.16458,675,0,0,8,"None",2185,87.4,9,460,"None","0"
8000,"36 Months",1,"RENT",50000,"Other","IL",1.39,"None",35082.17431,660,3,42,5,"None",2692,49.9,11,662,"None","0"
13600,"60 Months",2,"MORTGAGE",45500,"Debt Consolidation","OH",22.5,"None",38206.20417,700,2,0,12,"None",13535,45.4,27,757,"None","0"
11200,"36 Months",1,"RENT",48000,"Other","NY",12.55,"None",38234.47222,680,0,0,4,"None",11969,82.5,8,0,"None","0"
10000,"36 Months",0.5,"RENT",48000,"Credit Card","MA",22.43,"None",37856.44306,685,0,0,8,"None",5082,37.6,14,189,"None","0"
12700,"36 Months",3,"RENT",62200,"Debt Consolidation","NY",23.41,"None",37928.41667,705,0,0,11,"None",8803,65.2,32,227,"None","0"
18000,"36 Months",5,"MORTGAGE",75000,"Debt Consolidation","NC",21.74,"One",30488.11667,680,0,16,10,"None",20809,86.7,33,289,"None","0"
4000,"36 Months",10,"RENT",45000,"Wedding","CA",23.95,"None",35831.09444,760,0,0,3,"None",0,0,15,37,"None","0"
4750,"36 Months",2,"MORTGAGE",40000,"Debt Consolidation","AZ",17.64,"None",34654.45556,695,2,51,11,"None",7489,39,25,137,"None","0"
2000,"36 Months",0,"MORTGAGE",38795.4,"Debt Consolidation","CA",7.24,"One",32685.42431,710,1,6,11,"None",7667,17.4,27,0,"None","0"
8800,"60 Months",1,"RENT",35400,"Credit Card","CA",12.68,"None",38969.42014,725,0,0,5,"None",379,10.5,7,501,"None","0"
7700,"36 Months",2,"RENT",30000,"Debt Consolidation","MN",13.96,"None",38151.42917,695,0,0,8,"None",12116,93.2,12,0,"None","0"
1000,"36 Months",0.5,"OWN",95000,"Credit Card","CA",0.25,"None",38071.05278,765,0,0,4,"None",165,1.1,5,0,"None","0"
7275,"36 Months",0,"MORTGAGE",36000,"Credit Card","WA",17.87,"None",30000,755,0,0,19,"None",12864,7.6,39,0,"None","0"
3600,"36 Months",1,"RENT",36000,"Debt Consolidation","FL",18.23,"None",37993.15694,720,1,0,11,"None",3697,51.2,21,520,"None","0"
7500,"36 Months",10,"RENT",57996,"Small Business","GA",1.41,"None",34395.18681,775,3,0,3,"None",3444,23.8,14,504,"None","0"
12000,"60 Months",5,"RENT",40560,"Debt Consolidation","AK",13.93,"None",37072.13056,755,1,0,6,"None",7700,43.8,19,322,"None","0"
2000,"36 Months",10,"MORTGAGE",96000,"Major Purchase","FL",11.29,"One",33622.35069,710,0,12,13,"None",18534,40.6,45,0,"None","0"
7500,"36 Months",4,"RENT",57000,"Debt Consolidation","NJ",12.44,"None",37591.38542,680,3,0,15,"None",5443,23.7,29,167,"None","0"
9600,"36 Months",0.5,"MORTGAGE",78000,"Medical","NY",6.66,"None",38066.43194,725,1,0,8,"None",4548,45.5,20,330,"None","0"
10500,"36 Months",6,"MORTGAGE",63400,"Other","WI",10.15,"None",36802.33264,725,2,45,9,"None",42086,35.7,24,364,"None","0"
7200,"36 Months",1,"RENT",90000,"Credit Card","CA",8.59,"None",39023.06597,690,0,0,11,"None",16754,49.9,12,331,"None","0"
4200,"36 Months",0.5,"RENT",28800,"Major Purchase","CA",2.5,"None",38419.4,745,0,0,4,"None",294,19.6,5,0,"None","0"
1500,"36 Months",1,"RENT",28500,"Educationalal","LA",24.63,"None",37529.37153,685,2,0,6,"None",3206,80.1,20,591,"None","0"
15000,"36 Months",3,"MORTGAGE",124726,"Major Purchase","TX",0.14,"None",35977.28611,805,2,0,6,"None",539,1.2,20,605,"None","0"
3900,"36 Months",4,"RENT",30000,"Credit Card","IL",2.4,"None",38184.51806,690,2,30,8,"None",2687,50.7,15,0,"None","0"
25000,"36 Months",7,"RENT",150000,"Major Purchase","CA",6,"None",35406.44722,740,0,0,6,"None",16091,38.9,30,0,"None","0"
4000,"36 Months",10,"MORTGAGE",55000,"Credit Card","NY",9.49,"None",35462.06389,685,0,0,11,"None",14936,58.3,23,0,"None","0"
10000,"36 Months",10,"MORTGAGE",60000,"Debt Consolidation","TX",9.8,"None",34107.33056,755,1,0,4,"None",2255,45.1,11,147,"None","0"
1500,"36 Months",0.5,"MORTGAGE",96000,"Major Purchase","WV",15.97,"None",31970.32153,660,1,0,11,"None",16964,77.8,31,44,"None","0"
12000,"36 Months",3,"RENT",41000,"Debt Consolidation","MD",16.57,"None",36486.32569,745,2,0,13,"None",10399,31.4,18,322,"None","0"
18000,"60 Months",10,"MORTGAGE",81000,"Debt Consolidation","NC",9.32,"None",35609.36458,705,3,0,12,"None",6870,26.4,19,0,"None","0"
4000,"36 Months",10,"MORTGAGE",150000,"Other","CA",5.67,"None",32638.18542,670,1,24,9,"None",28772,69,34,95,"None","0"
4000,"60 Months",5,"OWN",24166,"Car","OH",0.74,"None",36761.27847,795,0,0,6,"None",203,1.2,23,0,"None","0"
8000,"36 Months",5,"MORTGAGE",35000,"Debt Consolidation","IL",27.94,"None",37108.09861,680,2,0,8,"None",14456,62.9,13,161,"None","0"
16800,"36 Months",5,"MORTGAGE",138000,"Debt Consolidation","UT",9.77,"None",34283.39306,690,1,0,9,"One",50000,60.9,22,208,"One","0"
1000,"36 Months",10,"MORTGAGE",75000,"Medical","FL",22.02,"Six",30000,695,0,7,12,"One",865,5.8,32,0,"One","0"
25000,"36 Months",5,"MORTGAGE",125000,"Small Business","TX",19.3,"None",33186.25694,705,2,67,13,"None",26339,49,48,491,"None","0"
25000,"60 Months",4,"MORTGAGE",86000,"Debt Consolidation","NV",16.51,"None",33617.36944,750,0,0,9,"None",44197,43.4,35,72,"None","0"
8500,"36 Months",0.5,"RENT",25000,"Debt Consolidation","PA",18.72,"None",38038.24653,685,0,0,15,"None",13604,52.5,22,90,"None","0"
4700,"36 Months",2,"RENT",45000,"Debt Consolidation","FL",13.6,"None",35211.11597,720,3,0,5,"None",23280,92,17,1000,"None","0"
6000,"36 Months",9,"RENT",57000,"Car","NY",24.53,"None",36455.06181,660,0,0,7,"None",7442,96.6,14,0,"None","0"
24250,"36 Months",1,"OWN",2e+05,"Home Improvement","MD",9.61,"One",32769.3625,665,2,21,5,"None",50000,93,34,0,"None","0"
10000,"36 Months",9,"MORTGAGE",75000,"Credit Card","NY",21.81,"None",33287.28056,715,3,0,10,"One",12443,42.6,37,421,"One","0"
15000,"36 Months",2,"MORTGAGE",140000,"Small Business","MN",11.25,"None",34671.25278,700,2,44,14,"None",21229,64.7,31,459,"None","0"
10000,"36 Months",10,"RENT",60000,"Debt Consolidation","MA",3.66,"None",35318.38958,670,0,27,7,"None",6107,56.5,29,120,"None","0"
17000,"36 Months",2,"MORTGAGE",120000,"Home Improvement","AL",3.91,"None",35659.38194,740,1,0,10,"None",20892,33.2,32,778,"None","0"
10000,"36 Months",7,"OWN",60000,"Other","FL",7.8,"None",36990.49583,710,1,0,17,"None",2727,18.8,22,296,"None","0"
8000,"36 Months",0.5,"RENT",37200,"Debt Consolidation","MN",23.27,"None",36753.40833,665,1,0,4,"None",11531,76.9,6,356,"None","0"
14000,"36 Months",1,"RENT",71700,"Debt Consolidation","AZ",20.1,"None",35194.45208,670,0,33,7,"None",29469,83.5,27,555,"None","0"
18000,"36 Months",4,"RENT",2e+05,"Debt Consolidation","NJ",4.29,"None",34874.22292,735,3,0,12,"None",39649,65.2,25,0,"None","0"
5000,"36 Months",10,"MORTGAGE",74000,"Other","IL",22.59,"One",37005.49167,670,1,2,10,"None",441,7.7,25,566,"None","0"
6625,"36 Months",4,"MORTGAGE",32000,"Debt Consolidation","AZ",23.78,"None",37134.40903,670,3,0,17,"None",4836,40.6,24,70,"None","0"
24000,"36 Months",2,"MORTGAGE",65000,"Debt Consolidation","PA",11.1,"None",33932.53611,745,0,0,6,"None",13572,65.6,28,1000,"None","0"
24000,"36 Months",10,"OWN",160000,"House","MA",0.2,"One",34946.32222,705,0,10,4,"None",255,0.8,10,0,"None","0"
4800,"36 Months",6,"MORTGAGE",42000,"Car","NC",2.43,"Two",38113.13125,705,2,6,6,"None",12075,67.5,24,63,"None","0"
16000,"60 Months",2,"MORTGAGE",111000,"Debt Consolidation","KS",3.82,"None",36076.34375,705,0,0,6,"One",13110,34.4,23,141,"One","0"
7500,"36 Months",5,"RENT",99504,"Home Improvement","KY",13.28,"None",34657.34097,680,2,0,11,"None",28384,89,32,21,"None","0"
5500,"36 Months",6,"RENT",54000,"Debt Consolidation","SC",6.29,"None",34263.48681,740,0,0,7,"None",18388,68.9,22,380,"None","0"
4500,"36 Months",0.5,"MORTGAGE",55000,"Small Business","MD",9.47,"None",34481.4375,750,1,82,7,"None",0,0,21,349,"None","0"
1800,"36 Months",0.5,"RENT",37500,"Educationalal","FL",21.54,"None",36884.06042,740,5,0,12,"None",2940,32.3,22,903,"None","0"
3000,"36 Months",2,"MORTGAGE",38500,"Home Improvement","CO",5.61,"None",37805.15347,725,1,0,6,"None",2610,39,7,105,"None","0"
21250,"36 Months",10,"RENT",56000,"Credit Card","CA",21.69,"None",34875.17917,690,1,74,24,"None",26066,36.8,44,698,"None","0"
15000,"60 Months",7,"RENT",63200,"Debt Consolidation","WI",23.32,"None",36424.45625,690,2,0,12,"None",22406,71.4,18,251,"None","0"
1450,"36 Months",0.5,"OWN",65000,"Educationalal","PA",7.74,"None",35967.23889,705,2,0,25,"None",20762,48.5,39,96,"None","0"
7000,"36 Months",7,"RENT",72000,"Major Purchase","TX",13.9,"None",39179.52153,695,2,0,6,"None",7350,64.5,30,0,"None","0"
20000,"60 Months",2,"RENT",44000,"Debt Consolidation","NY",12.22,"None",36950.34861,730,0,0,6,"None",18182,33.5,10,245,"None","0"
5000,"36 Months",10,"OWN",85800,"Debt Consolidation","NY",7.92,"None",30000,820,0,0,7,"None",1874,5.5,17,48,"None","0"
15000,"36 Months",2,"MORTGAGE",85000,"Home Improvement","VA",4.72,"None",35080.3375,815,0,0,6,"None",3961,8.4,26,0,"None","0"
6000,"36 Months",1,"RENT",31000,"Wedding","CA",20.25,"None",38796.06042,700,1,0,4,"None",2314,32.1,7,579,"None","0"
20000,"36 Months",3,"RENT",38000,"Small Business","TX",4.04,"None",35919.46875,685,0,68,3,"None",4110,91.3,13,171,"None","0"
17000,"36 Months",3,"RENT",45300,"Debt Consolidation","FL",13.51,"None",35778.51597,680,0,0,7,"None",8121,58.4,30,252,"None","0"
21000,"36 Months",4,"MORTGAGE",70000,"Debt Consolidation","CA",17.71,"None",36962.45764,700,0,0,11,"None",11176,84,22,45,"None","0"
7450,"36 Months",9,"RENT",80000,"Debt Consolidation","CA",14.22,"None",33560.28264,660,0,30,10,"None",19598,75.6,15,0,"None","0"
1500,"36 Months",0.5,"RENT",30000,"Other","MD",3.16,"None",38775.37153,660,0,33,3,"None",2761,83.7,4,1,"None","0"
20000,"60 Months",8,"MORTGAGE",2e+05,"Debt Consolidation","CA",4.4,"One",32700.09444,730,1,16,16,"None",15965,20.1,44,352,"None","0"
20000,"60 Months",4,"MORTGAGE",93500,"Home Improvement","GA",24.47,"None",36169.26667,730,2,0,11,"None",18794,48.6,25,0,"None","0"
2200,"36 Months",10,"RENT",39000,"Car","CA",18.98,"None",34947.34792,685,0,0,12,"None",13522,55.6,24,398,"None","0"
9000,"36 Months",10,"MORTGAGE",96000,"Home Improvement","IL",8.05,"None",36845.2125,755,3,0,5,"None",50000,59.2,19,1000,"None","0"
4800,"36 Months",5,"MORTGAGE",63000,"Small Business","TX",14.63,"None",34314.47222,680,1,55,11,"None",12114,47,26,126,"None","0"
20000,"36 Months",10,"MORTGAGE",1e+05,"Small Business","CA",9.66,"None",35290.11389,745,0,0,9,"None",13056,32.3,30,833,"None","0"
10000,"36 Months",10,"RENT",38000,"Debt Consolidation","MD",19.48,"None",37683.34653,705,0,0,10,"One",4638,57.3,11,1000,"One","0"
12000,"36 Months",0.5,"RENT",65000,"Debt Consolidation","CA",13.59,"None",38623.32222,690,0,0,11,"None",13744,78.5,15,0,"None","0"
5000,"36 Months",0.5,"RENT",38352,"Debt Consolidation","GA",11.64,"None",38864.31736,680,0,0,4,"None",4655,89.5,5,0,"None","0"
14000,"36 Months",4,"OWN",68000,"Debt Consolidation","OH",14.84,"None",31515.05069,710,1,26,15,"None",8069,37.5,41,0,"None","0"
29700,"36 Months",5,"MORTGAGE",76000,"Debt Consolidation","MN",29.82,"None",35638.28958,705,2,0,24,"None",33920,57.4,45,536,"None","0"
6400,"36 Months",10,"RENT",112000,"Debt Consolidation","MD",2.12,"None",35541.50278,745,0,40,6,"None",587,2.2,26,0,"None","0"
10000,"36 Months",10,"MORTGAGE",67000,"Debt Consolidation","NY",15.17,"None",31598.28264,715,1,74,13,"None",8180,49.6,23,336,"None","0"
15000,"60 Months",0.5,"RENT",105000,"Other","TX",8.88,"None",36018.37292,780,1,0,5,"None",5330,13.5,23,0,"None","0"
12250,"36 Months",10,"MORTGAGE",70000,"Credit Card","NV",9.41,"None",32072.39167,760,1,58,15,"None",17143,35.4,46,453,"None","0"
24000,"60 Months",5,"MORTGAGE",63052,"Small Business","TX",20.06,"One",35958.52569,685,1,21,11,"None",5912,18.8,34,808,"None","0"
12000,"36 Months",3,"RENT",55000,"Major Purchase","CA",13.16,"None",30000,705,2,34,10,"None",9030,37.5,17,86,"None","0"
6000,"36 Months",0.5,"MORTGAGE",30000,"Credit Card","CA",5.2,"None",38379.49792,680,0,33,7,"None",6001,31.8,15,390,"None","0"
2800,"36 Months",0.5,"RENT",24000,"Educationalal","HI",4.15,"None",37274.12431,735,2,0,14,"None",1085,4.1,18,818,"None","0"
8000,"36 Months",2,"MORTGAGE",85000,"House","VA",23.93,"None",35782.3,735,3,0,9,"None",50000,53.9,25,1000,"None","0"
10000,"60 Months",3,"MORTGAGE",56000,"Small Business","GA",6.94,"None",36880.24444,700,1,0,8,"None",7105,53.4,22,359,"None","0"
