"Loan.Amount","Loan.Term","Employment.Length","Home.Ownership","Annual.Income","Loan.Purpose","Address.State","Debt.To.Income.Ratio","No..Delinquencies.In.Last.2.Years","Earliest.Credit.Line.Opened","FICO.Credit.Score","No..Inquiries.In.Last.6.Months","Months.Since.Last.Delinquency","No..Of.Credit.Lines","No..Adverse.Public.Records","Total.Credit.Balance","Use.Of.Credit.Line","Total.Number.Of.Credit.Lines","Loan.Application.Description","No..Of.Public.Record.Bankruptcies","Class"
2000,"36 Months",5,"RENT",60000,"Debt Consolidation","VA",4.12,"None",36561.5,685,1,47,12,"None",3021,18.1,23,0,"None","0"
20000,"36 Months",10,"MORTGAGE",71000,"Debt Consolidation","IL",8.25,"Four",30000,715,1,3,20,"None",30987,48.4,39,1000,"None","0"
12800,"36 Months",7,"RENT",60000,"Debt Consolidation","OH",11.62,"None",37861.35347,695,0,0,13,"None",13957,46.1,15,628,"None","0"
10000,"36 Months",2,"RENT",56000,"Debt Consolidation","PA",6.39,"None",36553.34583,680,0,41,7,"None",7078,83.3,14,324,"None","0"
13000,"36 Months",10,"MORTGAGE",57000,"Debt Consolidation","NJ",20.74,"None",33901.39167,775,2,0,5,"None",50000,26.5,33,1000,"None","0"
4000,"36 Months",2,"RENT",17000,"Wedding","NY",5.08,"None",38981.16389,680,0,0,5,"None",1889,78.7,5,0,"None","0"
10200,"36 Months",0.5,"RENT",44000,"Credit Card","CA",14.37,"None",37154.41597,730,0,0,7,"None",14869,46.9,12,416,"None","0"
10000,"36 Months",9,"MORTGAGE",110000,"Other","IL",3.35,"None",34825.22847,760,2,0,9,"None",17030,15.4,28,107,"None","0"
5000,"36 Months",5,"OWN",119000,"Other","GA",5.1,"None",35757.53611,785,0,0,5,"None",12,0.2,36,91,"None","0"
11975,"36 Months",1,"RENT",42000,"Wedding","CA",22.74,"None",37073.23403,700,1,0,13,"None",19721,67.1,27,269,"None","0"
7000,"36 Months",7,"RENT",61000,"Medical","NY",2.99,"None",35770.31458,710,3,64,6,"None",4378,75.5,15,336,"None","0"
10750,"36 Months",10,"MORTGAGE",82000,"Debt Consolidation","CA",21.57,"None",32206.4,710,0,0,18,"None",50000,30.7,42,0,"None","0"
14000,"36 Months",1,"MORTGAGE",108000,"Home Improvement","WI",11.34,"None",36206.14722,730,0,0,12,"None",47016,37.1,29,837,"None","0"
7000,"36 Months",3,"RENT",37000,"Credit Card","FL",23.42,"None",35323.31319,735,1,0,12,"None",22450,52.9,40,94,"None","0"
20000,"36 Months",3,"MORTGAGE",60000,"Medical","CA",1.7,"None",31541.22639,790,0,0,7,"None",2360,12.8,20,721,"None","0"
6000,"60 Months",10,"RENT",80000,"Major Purchase","NJ",15.97,"None",32526.5375,680,2,27,14,"None",20049,82.5,23,49,"None","0"
7000,"60 Months",10,"MORTGAGE",69600,"Car","OK",4.6,"None",32749.49722,735,0,60,11,"None",11250,33.4,37,267,"None","0"
5000,"36 Months",0.5,"RENT",54996,"Other","VA",8.66,"None",38346.525,705,0,0,4,"None",5337,56.2,8,26,"None","0"
15000,"36 Months",5,"MORTGAGE",124000,"Debt Consolidation","MA",26.74,"One",36652.10417,700,2,22,15,"None",17963,58.8,29,168,"None","0"
28500,"60 Months",3,"MORTGAGE",85000,"Major Purchase","NC",7.28,"Two",32580.07361,700,0,8,10,"None",2372,14.8,51,0,"None","0"
12000,"36 Months",10,"MORTGAGE",42000,"Debt Consolidation","NY",10.43,"Two",37524.18194,670,1,15,5,"None",2531,48.7,12,68,"None","0"
20000,"36 Months",0.5,"MORTGAGE",143500,"Debt Consolidation","MA",7.32,"None",31609.30069,730,0,0,8,"None",27062,79.6,29,88,"None","0"
17500,"36 Months",6,"RENT",44000,"Debt Consolidation","CO",21.63,"None",36457.22292,715,0,0,7,"None",20010,85.1,24,1,"None","0"
3000,"36 Months",2,"RENT",55000,"Educationalal","NY",10.69,"None",36364.09653,705,0,68,7,"None",5468,54.7,34,313,"None","0"
8000,"36 Months",10,"RENT",27000,"Credit Card","NY",13.78,"None",33453.46736,660,1,75,9,"None",10481,59.2,29,0,"None","0"
24250,"36 Months",10,"OWN",70000,"Home Improvement","MD",10.29,"None",35450.45,785,0,0,4,"None",1026,14.5,14,1,"None","0"
25000,"36 Months",7,"RENT",110000,"Debt Consolidation","CA",16.43,"None",33182.18264,700,0,0,8,"None",43112,90.2,14,410,"None","0"
7500,"36 Months",3,"RENT",42000,"Credit Card","IL",6.77,"None",35623.38333,685,0,35,5,"None",7007,77,14,237,"None","0"
21600,"60 Months",8,"RENT",70150,"Debt Consolidation","KS",24.19,"None",38127.30069,720,1,0,8,"None",12727,51.3,16,188,"None","0"
4800,"60 Months",4,"RENT",47000,"Major Purchase","LA",21.5,"Three",36866.37847,660,3,12,8,"None",1118,27.9,23,0,"None","0"
25000,"36 Months",5,"RENT",85000,"Renewable Energy","IL",14.65,"None",36488.45417,750,1,0,20,"None",8867,17.5,47,98,"None","0"
6000,"36 Months",2,"RENT",29000,"Moving","NY",16.34,"One",37715.39236,670,1,11,4,"None",389,48.6,20,0,"None","0"
6800,"36 Months",3,"RENT",124000,"Debt Consolidation","VA",4.23,"None",36899.35833,760,0,0,11,"None",6822,14.7,23,1000,"None","0"
15000,"36 Months",1,"MORTGAGE",70000,"Small Business","CA",0.26,"None",33193.36667,805,1,0,4,"None",495,4.9,17,725,"None","0"
14000,"36 Months",3,"MORTGAGE",120000,"Medical","OK",6.81,"None",32027.49306,710,2,30,16,"One",4179,27.9,48,399,"None","0"
8500,"36 Months",6,"RENT",135000,"Debt Consolidation","NY",11,"None",35065.31528,715,0,0,7,"None",13595,81.9,25,223,"None","0"
8000,"36 Months",2,"RENT",37050,"Car","OH",12.63,"None",34708.15069,710,2,0,13,"None",12269,19.3,23,206,"None","0"
7200,"60 Months",0,"MORTGAGE",25000,"Credit Card","GA",8.98,"None",34723.34722,760,0,0,7,"None",8864,39,23,398,"None","0"
3500,"36 Months",1,"RENT",78000,"Other","NJ",11.06,"One",34300.31319,700,0,5,13,"None",16310,20.5,32,43,"None","0"
8500,"36 Months",6,"MORTGAGE",49344,"Debt Consolidation","CA",15.73,"None",35733.37639,695,1,0,15,"None",2672,17,27,301,"None","0"
12000,"60 Months",7,"MORTGAGE",48000,"Debt Consolidation","WA",19.43,"None",36810.29583,665,0,25,10,"None",5974,67.6,26,344,"None","0"
3500,"36 Months",9,"RENT",83500,"Other","MD",13.42,"Two",34347.33056,675,2,15,11,"One",11386,55,29,399,"One","0"
15000,"36 Months",7,"MORTGAGE",1e+05,"Debt Consolidation","MI",15.82,"Two",30310.25069,680,1,2,12,"None",49459,88.8,45,67,"None","0"
8500,"36 Months",5,"RENT",50004,"Debt Consolidation","TX",17.33,"None",37045.19167,735,1,0,17,"None",9048,26.6,22,115,"None","0"
2400,"36 Months",2,"RENT",41004,"Debt Consolidation","CA",9.86,"None",37534.09931,710,0,0,5,"None",14558,81.8,15,0,"None","0"
10000,"36 Months",5,"RENT",60000,"Debt Consolidation","CA",9.94,"None",33226.24514,780,0,0,5,"None",9557,18,20,87,"None","0"
15000,"36 Months",4,"RENT",45400,"Debt Consolidation","WI",1.5,"None",35239.42153,715,1,0,8,"None",17516,84.6,18,358,"None","0"
5200,"36 Months",0.5,"RENT",26000,"Credit Card","MO",17.77,"None",39104.23403,675,2,0,8,"None",4824,67.9,26,887,"None","0"
8400,"60 Months",10,"OWN",65000,"Debt Consolidation","WA",6.39,"One",32459.50833,665,1,18,6,"None",474,39.5,21,798,"None","0"
10000,"36 Months",10,"RENT",60000,"Credit Card","CT",12.74,"None",33872.29236,790,1,0,11,"None",14019,19.5,18,0,"None","0"
1800,"36 Months",8,"MORTGAGE",52000,"Debt Consolidation","CA",8.91,"None",37982.40417,700,1,0,3,"None",11255,93.8,6,494,"None","0"
8000,"36 Months",0.5,"RENT",50000,"Credit Card","CA",6.48,"None",35458.38403,740,0,0,5,"None",12820,27.8,6,335,"None","0"
5000,"36 Months",10,"RENT",35000,"Credit Card","AZ",5.73,"None",34965.42361,730,2,0,11,"One",6912,14.3,17,0,"One","0"
9000,"36 Months",10,"MORTGAGE",75000,"Debt Consolidation","TX",16.29,"None",37053.29167,685,1,0,21,"None",23024,65.2,34,62,"None","0"
6000,"36 Months",0.5,"RENT",54000,"Vacation","OH",6.36,"None",37134.27222,740,1,0,3,"None",1510,50.3,16,67,"None","0"
20000,"60 Months",2,"MORTGAGE",72000,"Debt Consolidation","WA",19.7,"None",36834.31111,695,2,0,16,"None",3787,12.2,26,1000,"None","0"
4000,"60 Months",0.5,"OWN",19632,"Car","WA",21.7,"None",38935.46458,680,3,0,5,"None",392,13.1,10,1000,"None","0"
20000,"60 Months",10,"MORTGAGE",62408,"Debt Consolidation","AZ",25.75,"One",34598.5375,700,0,7,8,"None",37219,41.4,19,250,"None","0"
15000,"60 Months",10,"MORTGAGE",51094,"Debt Consolidation","MI",13.15,"None",33329.12222,735,1,0,7,"None",20848,52.1,25,711,"None","0"
2000,"36 Months",0.5,"MORTGAGE",40800,"Debt Consolidation","FL",6.06,"None",31253.36319,735,1,37,15,"None",37804,21.4,42,48,"None","0"
18000,"36 Months",5,"RENT",110000,"Debt Consolidation","FL",10,"None",36538.23333,730,1,0,8,"None",12371,62.5,22,418,"None","0"
3000,"36 Months",3,"MORTGAGE",75000,"Car","MD",17.04,"None",34998.45972,665,0,67,13,"None",7552,81.2,29,0,"None","0"
14150,"36 Months",3,"RENT",40000,"Debt Consolidation","TX",13.35,"None",36500.48958,680,0,0,7,"None",13990,86.4,17,474,"None","0"
4000,"36 Months",3,"MORTGAGE",170000,"Vacation","TX",4.31,"None",34717.46528,695,3,69,11,"None",26708,77.2,29,0,"None","0"
7200,"60 Months",2,"RENT",71500,"Debt Consolidation","NJ",20.34,"None",36536.18125,710,2,0,9,"None",4807,80.1,28,722,"None","0"
17000,"36 Months",7,"RENT",89004,"Debt Consolidation","DC",14.71,"None",34671.09306,770,0,0,7,"None",10359,21.1,21,45,"None","0"
25000,"36 Months",9,"RENT",88000,"Debt Consolidation","NY",14.78,"None",30604.13264,680,1,0,10,"None",37680,81.1,17,793,"None","0"
4750,"36 Months",10,"MORTGAGE",79200,"Debt Consolidation","CA",20.42,"None",33240.44583,710,0,0,21,"One",50000,60.5,46,0,"One","0"
8000,"36 Months",4,"RENT",40000,"Debt Consolidation","NJ",16.29,"None",35748.43542,715,1,66,12,"None",3260,77.6,30,216,"None","0"
11200,"36 Months",0.5,"RENT",45000,"Debt Consolidation","IL",21.33,"None",34747.15278,695,1,0,7,"None",17850,66.3,36,70,"None","0"
12000,"36 Months",7,"RENT",54000,"Debt Consolidation","CA",22.36,"None",33999.43472,715,0,30,8,"None",19244,46.7,13,99,"None","0"
4000,"36 Months",2,"RENT",43000,"House","VA",11.47,"Two",37549.45556,680,3,21,9,"None",1144,15.7,14,230,"None","0"
14400,"36 Months",10,"MORTGAGE",110000,"Credit Card","TX",10.32,"None",30000,725,1,41,12,"None",23407,30,32,0,"None","0"
5000,"36 Months",5,"MORTGAGE",130000,"Home Improvement","TX",8.62,"None",31045.07292,670,0,72,4,"None",9826,98.3,13,0,"None","0"
11500,"36 Months",4,"MORTGAGE",71738,"Home Improvement","TX",15.89,"None",37138.10625,725,3,73,14,"None",3009,19.9,27,0,"None","0"
5000,"36 Months",0.5,"RENT",30000,"Educationalal","NY",10.32,"None",38516.38333,730,1,0,10,"None",2350,7.9,12,54,"None","0"
15000,"36 Months",0.5,"RENT",160000,"Debt Consolidation","CA",22.57,"Two",36620.50833,680,0,7,25,"None",15214,68.7,39,1000,"None","0"
20000,"60 Months",9,"MORTGAGE",50400,"Debt Consolidation","PA",14.24,"None",36914.44444,710,2,0,8,"None",25282,50.3,17,0,"None","0"
3050,"36 Months",2,"MORTGAGE",56160,"Car","NC",5.49,"One",33450.10972,690,0,23,6,"None",7646,75.7,34,701,"None","0"
7100,"36 Months",6,"MORTGAGE",65004,"Debt Consolidation","VA",13.25,"None",33400.37222,755,3,0,10,"None",4409,12.4,22,23,"None","0"
15250,"36 Months",8,"MORTGAGE",72000,"Small Business","KY",17.68,"None",34614.22083,720,3,0,6,"None",6759,0,9,638,"None","0"
20000,"36 Months",1,"MORTGAGE",53500,"Other","WA",10.56,"None",33539.41111,745,1,0,6,"None",25121,88.4,12,1000,"None","0"
12000,"60 Months",4,"RENT",32140.8,"Car","GA",8.55,"None",36990.26111,750,0,0,7,"None",763,14.7,11,485,"None","0"
1000,"36 Months",3,"RENT",75000,"Credit Card","NY",0.75,"None",35232.34653,785,0,0,4,"None",1503,3.8,11,97,"None","0"
6475,"36 Months",2,"RENT",42000,"Credit Card","NY",8.49,"None",38638.4125,715,0,0,4,"None",4845,72.3,9,0,"None","0"
24750,"36 Months",6,"RENT",49500,"Debt Consolidation","TX",10.88,"None",37893.35417,700,2,72,6,"None",12294,61.5,12,798,"None","0"
20000,"36 Months",2,"MORTGAGE",75000,"Debt Consolidation","PA",18.45,"None",35810.33333,730,0,0,17,"None",29074,46.2,53,658,"None","0"
15000,"36 Months",8,"MORTGAGE",75000,"Debt Consolidation","VA",24.5,"None",33392.24167,785,0,0,10,"None",5544,11.3,20,206,"None","0"
6000,"36 Months",10,"RENT",16000,"Other","PA",6.83,"None",34462.14306,755,0,0,2,"None",0,0,15,182,"None","0"
5100,"36 Months",6,"RENT",28000,"Credit Card","CA",16.11,"None",35736.10208,695,2,0,12,"None",20722,52.1,25,970,"None","0"
7500,"36 Months",5,"RENT",115000,"Debt Consolidation","CA",11.14,"None",35499.40486,790,0,0,13,"None",0,0,31,0,"None","0"
1500,"36 Months",0.5,"RENT",42000,"Moving","WA",23.03,"None",36410.32917,690,0,35,9,"None",370,12.3,30,0,"None","0"
3000,"36 Months",10,"MORTGAGE",45000,"Other","NC",0.67,"One",36116.24931,685,1,19,3,"None",477,95.4,13,0,"None","0"
7200,"36 Months",10,"MORTGAGE",65000,"Credit Card","MO",11.34,"Three",35881.36319,670,3,11,3,"None",5576,85.8,20,251,"None","0"
24250,"36 Months",1,"RENT",71935,"Debt Consolidation","NJ",12.19,"None",34994.18958,700,0,0,8,"None",34665,94.7,47,334,"None","0"
6000,"36 Months",10,"RENT",70000,"Debt Consolidation","MN",3.46,"None",35769.37778,700,0,0,10,"None",1663,18.7,13,0,"None","0"
3600,"36 Months",2,"RENT",37008,"Other","OH",14.17,"None",31790.27222,685,2,0,13,"None",15452,61.1,57,260,"None","0"
10000,"36 Months",4,"RENT",40000,"Wedding","CA",24.54,"None",37742.40972,660,1,0,10,"None",19060,60.7,17,832,"None","0"
6500,"36 Months",10,"RENT",125000,"Major Purchase","MD",5.49,"None",38899.45347,680,0,0,5,"None",5940,80.3,8,1000,"None","0"
8000,"36 Months",1,"MORTGAGE",40000,"Small Business","FL",23.13,"None",36738.43333,660,3,73,9,"None",31006,85.4,25,960,"None","0"
6700,"36 Months",0.5,"RENT",19368,"Debt Consolidation","CA",15.06,"None",32143.45764,665,2,37,9,"One",8150,70.1,16,237,"One","0"
12800,"36 Months",1,"MORTGAGE",110000,"Debt Consolidation","KY",8.38,"None",35090.04514,710,0,0,36,"None",10564,19.3,63,102,"None","0"
14475,"36 Months",0.5,"RENT",48000,"Credit Card","WA",7.57,"None",35499.38403,660,3,31,10,"None",9050,76.7,29,208,"None","0"
20500,"36 Months",2,"RENT",70000,"Debt Consolidation","VA",20.06,"None",36231.52153,720,1,0,10,"None",20450,60,32,222,"None","0"
14000,"36 Months",8,"MORTGAGE",117000,"Other","LA",6.02,"None",36774.53194,685,1,0,6,"None",7755,90.2,8,1000,"None","0"
3000,"36 Months",9,"OWN",39000,"Other","CA",22.15,"None",35258.22431,695,0,0,13,"None",19929,70.4,20,216,"None","0"
18000,"60 Months",5,"RENT",50000,"Debt Consolidation","DC",13.94,"None",36832.42847,680,0,67,4,"None",4479,89.6,15,0,"None","0"
15000,"36 Months",10,"MORTGAGE",1e+05,"Other","VA",3.1,"None",35912.34722,750,0,0,11,"None",11579,23.1,22,1000,"None","0"
9125,"36 Months",1,"MORTGAGE",1e+05,"Credit Card","MD",7.76,"None",31537.1625,750,0,0,4,"None",14408,99,17,97,"None","0"
22900,"36 Months",10,"MORTGAGE",108000,"Debt Consolidation","NM",21.38,"None",33030.16458,710,0,0,11,"None",25400,88.3,33,0,"None","0"
12000,"36 Months",0.5,"RENT",47500,"Debt Consolidation","NY",2.78,"None",34750.26944,780,0,0,5,"None",6877,20,17,0,"None","0"
6800,"36 Months",10,"OWN",168000,"Credit Card","CA",4.92,"One",31039.14444,740,2,13,17,"None",4361,8.4,46,83,"None","0"
1000,"36 Months",0.5,"RENT",20000,"Credit Card","TX",24.12,"None",38637.37917,665,3,47,9,"None",541,41.6,26,0,"None","0"
6500,"36 Months",4,"RENT",55000,"Credit Card","UT",15.77,"None",37258.25556,690,3,0,6,"None",4336,85,20,875,"None","0"
19500,"60 Months",0.5,"MORTGAGE",110000,"Debt Consolidation","IL",22.85,"None",37684.08472,690,1,0,14,"None",27036,94.5,32,0,"None","0"
12500,"36 Months",0.5,"OWN",31000,"Credit Card","SC",14.94,"None",33963.43958,760,1,0,11,"None",16495,30.9,14,170,"None","0"
7000,"36 Months",10,"RENT",91685,"Credit Card","MA",23.03,"None",36179.38333,680,0,25,9,"None",22676,85.6,16,256,"None","0"
4500,"36 Months",4,"RENT",32000,"Car","CO",22.54,"None",36331.11597,725,3,0,7,"None",11733,65.2,21,271,"None","0"
6000,"36 Months",3,"OWN",30000,"Debt Consolidation","MA",5.84,"None",38635.125,715,0,27,5,"None",876,10.4,9,0,"None","0"
9000,"36 Months",8,"MORTGAGE",67596,"Credit Card","TX",6.44,"None",35412.05069,670,0,47,5,"None",6768,87.9,18,285,"None","0"
1900,"36 Months",7,"MORTGAGE",27900,"Credit Card","CO",12.9,"None",36536.30625,755,2,0,9,"None",1724,17.2,28,215,"None","0"
2500,"36 Months",1,"MORTGAGE",42000,"Debt Consolidation","OH",20.94,"None",36716.31528,720,1,0,11,"None",14323,52.3,32,0,"None","0"
10000,"36 Months",5,"RENT",60000,"Other","NY",16.18,"None",30000,770,0,0,8,"None",8684,21.6,19,0,"None","0"
35000,"60 Months",10,"RENT",120000,"Debt Consolidation","NC",15.65,"None",36017.31944,690,1,0,8,"None",34194,85.5,27,225,"None","0"
20000,"36 Months",1,"RENT",57492,"Debt Consolidation","DC",20.68,"None",35380.49236,720,1,32,7,"None",18996,77.9,16,23,"None","0"
5000,"36 Months",0.5,"RENT",30000,"Debt Consolidation","MI",10.2,"None",38089.39167,730,3,0,3,"None",3489,14.2,4,0,"None","0"
3200,"36 Months",10,"MORTGAGE",30000,"Debt Consolidation","AL",12.68,"None",36839.40764,695,0,0,3,"None",2206,16.1,17,449,"None","0"
24250,"36 Months",1,"RENT",125000,"Debt Consolidation","FL",10.41,"None",35809.25486,780,1,0,8,"None",9474,21,33,168,"None","0"
18000,"60 Months",10,"MORTGAGE",90000,"Debt Consolidation","MD",6.28,"None",33593.48125,690,1,68,8,"None",20675,86.5,40,295,"None","0"
9600,"36 Months",2,"OWN",54000,"Other","CA",4.78,"None",36712.35625,710,0,0,6,"None",8077,76.9,6,1,"None","0"
10000,"36 Months",2,"MORTGAGE",62000,"Moving","VA",5.88,"None",36867.27361,780,0,0,8,"None",527,3.2,19,74,"None","0"
12000,"36 Months",10,"MORTGAGE",115000,"Debt Consolidation","MD",8.27,"One",35212.09306,680,0,11,4,"None",20817,95.1,33,334,"None","0"
8000,"36 Months",0,"RENT",48000,"Debt Consolidation","DE",15.43,"One",36400.30764,685,3,3,6,"None",4360,41.9,20,0,"None","0"
25000,"36 Months",10,"MORTGAGE",61080,"Debt Consolidation","WY",20.1,"None",35114.43889,745,0,0,14,"None",21310,43.1,36,188,"None","0"
7000,"60 Months",5,"RENT",125000,"Home Improvement","NY",14.85,"None",38209.38889,670,2,0,8,"None",23492,78.2,15,0,"None","0"
20000,"36 Months",7,"RENT",94050,"Medical","VA",24.77,"None",36480.39306,685,0,27,13,"None",17816,70.4,22,466,"None","0"
5000,"36 Months",10,"MORTGAGE",33600,"Debt Consolidation","OK",10.71,"One",34932.09375,675,2,10,6,"None",179,44.7,15,396,"None","0"
25000,"60 Months",10,"MORTGAGE",73000,"Credit Card","KY",24.92,"None",33124.37292,720,1,0,7,"None",49516,84.5,17,679,"None","0"
10000,"36 Months",3,"RENT",1e+05,"Credit Card","CA",7.94,"None",37589.44722,660,0,0,11,"None",21162,57.7,14,141,"None","0"
2000,"36 Months",0.5,"RENT",70000,"Debt Consolidation","NY",8.01,"None",37519.40903,750,0,0,7,"None",2031,40.6,24,0,"None","0"
25000,"60 Months",2,"MORTGAGE",101000,"Small Business","GA",9.03,"None",32525.09444,665,1,81,10,"None",14019,70.4,21,1000,"None","0"
10000,"36 Months",2,"RENT",60000,"Credit Card","AL",16.52,"One",36828.33056,685,0,11,11,"None",4121,71,23,212,"None","0"
6000,"36 Months",5,"OWN",37500,"Debt Consolidation","IL",22.3,"None",35394.25833,695,1,0,11,"None",10909,54.5,22,735,"None","0"
12000,"60 Months",5,"MORTGAGE",105000,"Small Business","UT",7.47,"None",37595.52361,695,0,70,11,"None",3911,26.8,22,666,"None","0"
21000,"36 Months",5,"RENT",125000,"Small Business","AZ",2.94,"None",38255.13819,770,1,0,4,"None",843,6.5,13,0,"None","0"
9000,"36 Months",8,"RENT",36120,"Debt Consolidation","CA",14.45,"None",37869.27986,705,0,0,7,"None",4551,25.3,10,284,"None","0"
12000,"36 Months",0.5,"MORTGAGE",84000,"Major Purchase","GA",22.66,"None",34169.31111,735,0,0,8,"None",5355,70.5,25,200,"None","0"
6000,"36 Months",3,"MORTGAGE",55400,"Home Improvement","MA",16.33,"None",36690.41458,750,1,0,8,"None",10413,38.4,23,132,"None","0"
1925,"36 Months",4,"RENT",42000,"Credit Card","MA",9.17,"None",33569.38681,770,0,0,4,"None",14139,26.7,20,464,"None","0"
28250,"36 Months",5,"MORTGAGE",65000,"Debt Consolidation","MD",19.4,"None",32979.38472,710,1,48,8,"None",47967,53.4,22,0,"None","0"
7500,"36 Months",0.5,"RENT",53000,"Credit Card","TX",20.92,"None",37315.10417,735,0,0,7,"None",9754,39,19,91,"None","0"
5000,"36 Months",8,"MORTGAGE",60000,"Other","NC",22.24,"None",37510.41042,670,1,0,6,"One",7171,87.5,13,0,"One","0"
2500,"36 Months",0.5,"RENT",22000,"Credit Card","NY",24.6,"None",38322.13125,740,0,0,14,"None",2765,29.8,22,0,"None","0"
15000,"36 Months",3,"MORTGAGE",1e+05,"Debt Consolidation","GA",4.12,"None",33471.23681,755,0,0,12,"None",8361,12.1,25,426,"None","0"
30000,"60 Months",10,"OWN",62000,"Credit Card","CA",20.91,"None",36851.43542,680,2,0,10,"None",22004,38.1,23,0,"None","0"
12250,"60 Months",1,"RENT",51500,"Debt Consolidation","CA",23.6,"None",38565.09306,705,2,0,11,"None",11229,64.5,18,0,"None","0"
4000,"36 Months",7,"OTHER",11389,"Debt Consolidation","TX",11.7,"None",38298.16667,685,0,0,5,"None",3789,75.8,8,354,"None","0"
20000,"36 Months",9,"RENT",90000,"Credit Card","TX",4.07,"None",35714.52639,755,1,0,8,"None",6451,47.8,29,170,"None","0"
18250,"36 Months",10,"MORTGAGE",45489,"Debt Consolidation","NY",21.61,"One",33611.34167,705,1,18,15,"None",18782,66.6,40,450,"None","0"
3600,"36 Months",3,"MORTGAGE",43000,"Debt Consolidation","FL",21.63,"None",35584.24861,660,1,80,8,"None",13974,89,15,0,"None","0"
3700,"60 Months",5,"OWN",42000,"Other","TX",6.37,"None",35800.15417,660,1,81,6,"None",1395,90.3,10,0,"None","0"
12500,"36 Months",4,"RENT",60000,"Credit Card","IL",14.68,"None",35679.12917,735,1,0,11,"None",12663,34.4,21,256,"None","0"
18000,"36 Months",0.5,"MORTGAGE",105000,"Debt Consolidation","PA",12.29,"None",33216.23403,775,0,0,19,"None",50000,9.8,26,309,"None","0"
16200,"36 Months",2,"RENT",60000,"Debt Consolidation","CA",13.86,"None",36223.44861,710,2,0,6,"None",9692,99.9,16,0,"None","0"
13000,"36 Months",8,"MORTGAGE",45000,"Debt Consolidation","GA",10.29,"None",35496.24306,700,0,0,10,"One",8178,69.4,29,345,"One","0"
12000,"36 Months",10,"MORTGAGE",180000,"Debt Consolidation","TX",8.23,"None",37688.48125,685,2,0,11,"None",24565,76.8,31,0,"None","0"
2400,"36 Months",0.5,"RENT",48000,"Major Purchase","CT",6.4,"None",38986.09306,690,0,0,3,"None",780,55.7,3,0,"None","0"
10000,"36 Months",0.5,"MORTGAGE",65000,"Home Improvement","SC",15.05,"None",33476.43403,740,1,51,12,"None",37471,61.9,29,81,"None","0"
10800,"36 Months",10,"MORTGAGE",63000,"Debt Consolidation","WI",10.72,"None",36041.31181,770,2,0,10,"None",8049,27.2,26,0,"None","0"
4200,"36 Months",1,"RENT",53500,"Debt Consolidation","PA",18.03,"One",37187.05694,670,1,17,15,"None",6083,40.3,27,261,"None","0"
15000,"36 Months",2,"RENT",175000,"Debt Consolidation","NY",3.17,"None",36700.07153,740,0,0,10,"None",1436,3.1,10,540,"None","0"
9500,"36 Months",5,"RENT",55000,"Medical","TX",9.16,"None",32868.37361,745,0,0,9,"None",28962,66.9,24,55,"None","0"
6000,"36 Months",2,"RENT",19000,"Educationalal","NY",8.15,"None",36252.41528,690,0,0,6,"None",8528,86.1,7,399,"None","0"
12800,"36 Months",10,"MORTGAGE",70000,"Debt Consolidation","IL",13.97,"One",33982.43889,695,0,16,15,"None",20428,55.2,33,110,"None","0"
7000,"36 Months",10,"RENT",57600,"Other","CA",21.96,"None",30000,785,0,0,9,"None",6545,10.7,25,61,"None","0"
30000,"60 Months",10,"MORTGAGE",61200,"Home Improvement","GA",0.08,"None",32695.25139,810,0,0,4,"None",127,0.2,11,1000,"None","0"
4000,"36 Months",2,"MORTGAGE",24396,"Medical","SC",22.48,"One",32988.41528,660,0,13,6,"None",4624,67,14,70,"None","0"
24000,"60 Months",1,"RENT",50000,"Debt Consolidation","MD",13.3,"None",35179.46042,705,0,0,12,"None",11029,63.3,15,1000,"None","0"
5600,"36 Months",10,"MORTGAGE",110000,"Home Improvement","CA",14.19,"One",30000,670,1,22,10,"None",50000,86.2,16,691,"None","0"
8000,"36 Months",0.5,"RENT",55000,"Small Business","CA",19.66,"None",36838.29097,750,1,0,8,"None",39644,10.3,22,138,"None","0"
1800,"36 Months",3,"RENT",58000,"Credit Card","CA",4.43,"None",30000,695,1,0,5,"One",8652,50.3,10,272,"One","0"
12000,"36 Months",3,"OWN",67000,"Debt Consolidation","CT",7.54,"None",31817.08333,780,0,73,10,"None",22556,23.8,30,126,"None","0"
6000,"36 Months",2,"MORTGAGE",125000,"Home Improvement","TX",6.47,"None",34908.06597,745,0,63,12,"None",4874,17.2,52,332,"None","0"
25000,"36 Months",6,"OWN",157500,"Debt Consolidation","DC",16.42,"None",32976.46944,715,1,0,9,"None",47643,82.6,35,1,"None","0"
12000,"36 Months",5,"OWN",30200,"Credit Card","PA",16.46,"One",35869.32431,670,2,13,9,"None",2174,13.8,11,0,"None","0"
28000,"36 Months",7,"RENT",120000,"Debt Consolidation","NY",10.77,"One",36931.31528,675,1,14,16,"None",18709,62,31,65,"None","0"
16000,"60 Months",10,"RENT",55000,"Debt Consolidation","CA",18.63,"None",37087.49653,670,1,0,8,"None",18375,75,16,0,"None","0"
13000,"36 Months",1,"MORTGAGE",130000,"Moving","IL",0.05,"None",33250.09444,800,0,0,5,"None",2563,8.8,16,528,"None","0"
2700,"36 Months",0.5,"RENT",18000,"Debt Consolidation","MT",5.67,"None",38547.50278,680,2,24,4,"None",2969,80.2,12,0,"None","0"
